"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CDKN1C3",2.51035751914433e-56,0.51905993366872,0.516,0.204,1.47784747152027e-51,"11","CDKN1C"
"SAA21",2.84133921198227e-56,0.355984009406985,0.599,0.271,1.67269639409396e-51,"11","SAA2"
"MID1",3.34642971539826e-56,0.316288477458397,0.293,0.059,1.97004317345495e-51,"11","MID1"
"AC005261.5",3.89886608537602e-56,0.442114437161103,0.424,0.169,2.29526246446086e-51,"11","AC005261.5"
"RPL232",4.2751883771063e-56,0.461850230391833,0.977,0.971,2.51680339760248e-51,"11","RPL23"
"RIMKLB1",5.00928674718224e-56,0.523913699890017,0.401,0.135,2.94896710806619e-51,"11","RIMKLB"
"TXN3",5.0467597154309e-56,0.591557326026399,0.862,0.626,2.97102744447417e-51,"11","TXN"
"GPRC5A2",5.09290162907645e-56,0.356692525578263,0.486,0.167,2.99819118903731e-51,"11","GPRC5A"
"PTK71",5.14609112749151e-56,0.274736980595661,0.287,0.071,3.02950384675425e-51,"11","PTK7"
"TRIP62",6.00674856598583e-56,0.365756423847251,0.453,0.181,3.53617288079586e-51,"11","TRIP6"
"GSTO2",6.03497706203108e-56,0.366371234007087,0.332,0.094,3.5527909964177e-51,"11","GSTO2"
"CTBP23",6.6455814972926e-56,0.445268958064603,0.566,0.254,3.91225382745616e-51,"11","CTBP2"
"HIVEP3",8.33922351355216e-56,0.319385171869718,0.331,0.084,4.90930088242816e-51,"11","HIVEP3"
"HNRNPC5",1.0897579090773e-55,0.488349155235836,0.934,0.674,6.41540481073806e-51,"11","HNRNPC"
"PTMA5",1.14436076728045e-55,0.505706870711749,0.992,0.925,6.73685183697998e-51,"11","PTMA"
"KITLG2",1.32756394465751e-55,0.290583202573648,0.328,0.091,7.81536894219879e-51,"11","KITLG"
"UACA3",1.36913864073068e-55,0.466981710219711,0.625,0.322,8.06011917798154e-51,"11","UACA"
"RPS53",1.44081306093357e-55,0.472684075970492,0.978,0.973,8.4820664897159e-51,"11","RPS5"
"HCFC1R12",1.94775136657821e-55,0.442864710399505,0.515,0.232,1.14664122950459e-50,"11","HCFC1R1"
"CRIM11",2.30625467552111e-55,0.423887392407286,0.538,0.227,1.35769212747928e-50,"11","CRIM1"
"CD461",2.35347485600035e-55,0.411217744107867,0.89,0.552,1.38549064772741e-50,"11","CD46"
"OTULIN3",3.76940639227049e-55,0.382375210496741,0.519,0.231,2.21904954312963e-50,"11","OTULIN"
"TEAD3",3.86047218975356e-55,0.280694400410137,0.271,0.062,2.27265997810792e-50,"11","TEAD3"
"ZBTB432",6.4999738877154e-55,0.46494178873411,0.508,0.219,3.82653462769805e-50,"11","ZBTB43"
"STARD5",1.1147144459119e-54,0.259086557308126,0.251,0.045,6.56232394308336e-50,"11","STARD5"
"IFI166",1.16866859047342e-54,0.436705845328155,0.822,0.49,6.87995199211702e-50,"11","IFI16"
"NF13",1.43068995884691e-54,0.446957845547855,0.606,0.3,8.42247178773179e-50,"11","NF1"
"SUN11",1.59825384049746e-54,0.438971907866558,0.542,0.245,9.40892035900855e-50,"11","SUN1"
"PRMT12",1.77682795272506e-54,0.441513429651543,0.673,0.376,1.04601861576924e-49,"11","PRMT1"
"HNRNPU5",1.85103905484329e-54,0.577784839077844,0.973,0.755,1.08970669158625e-49,"11","HNRNPU"
"COL16A12",3.15875507685102e-54,0.251264634842298,0.253,0.046,1.85955911374219e-49,"11","COL16A1"
"PGAP1",3.61760127741648e-54,0.2540284866354,0.241,0.049,2.12968187201508e-49,"11","PGAP1"
"HSD17B21",3.76694414247258e-54,0.364304394739442,0.356,0.109,2.21760001667361e-49,"11","HSD17B2"
"UBA61",4.83560612825319e-54,0.4400663740425,0.505,0.222,2.84672132770265e-49,"11","UBA6"
"ITM2B5",7.97395161322961e-54,0.495879963237303,0.965,0.862,4.69426531470827e-49,"11","ITM2B"
"MT-ND2",8.51721865142802e-54,0.55033858069118,0.993,0.973,5.01408662009567e-49,"11","MT-ND2"
"ZNF608",1.25823763105716e-53,0.297493364356386,0.327,0.089,7.40724493403348e-49,"11","ZNF608"
"DSTN2",1.63826120094588e-53,0.575601211572542,0.943,0.695,9.64444368996837e-49,"11","DSTN"
"LPCAT22",1.80678644572185e-53,0.278618272682746,0.44,0.152,1.06365518059645e-48,"11","LPCAT2"
"LGALS81",2.54505065943882e-53,0.420701061938134,0.545,0.235,1.49827132321163e-48,"11","LGALS8"
"RIPK4",2.77187911798062e-53,0.276284578822895,0.236,0.04,1.63180523675519e-48,"11","RIPK4"
"ARHGAP213",2.98679825374315e-53,0.487230838107568,0.646,0.345,1.75832813197859e-48,"11","ARHGAP21"
"PLSCR12",3.32277613885119e-53,0.352196824959287,0.542,0.239,1.95611831294169e-48,"11","PLSCR1"
"ABCA14",4.44778016769552e-53,0.300893358098957,0.519,0.226,2.61840818472235e-48,"11","ABCA1"
"YWHAE2",5.42941529482225e-53,0.518649517444583,0.888,0.615,3.19629678406186e-48,"11","YWHAE"
"SLC19A22",6.37352641155186e-53,0.378812830942486,0.402,0.149,3.75209499848058e-48,"11","SLC19A2"
"AC005261.11",6.46341714595089e-53,0.47676675582869,0.576,0.28,3.80501367382129e-48,"11","AC005261.1"
"CCDC34",6.80867153365959e-53,0.263890866411093,0.275,0.071,4.0082649318654e-48,"11","CCDC34"
"MEIS22",7.47469121811143e-53,0.449998387888607,0.732,0.377,4.4003507201022e-48,"11","MEIS2"
"DDX3X4",7.57066430050395e-53,0.530519997418217,0.938,0.685,4.45685007370668e-48,"11","DDX3X"
"CTTN3",7.7311929735691e-53,0.425939535955303,0.579,0.274,4.55135330354013e-48,"11","CTTN"
"NT5DC31",8.5987477569335e-53,0.358022365870331,0.346,0.099,5.06208280450675e-48,"11","NT5DC3"
"HOMER33",9.71863993054914e-53,0.329620660870426,0.385,0.132,5.72136332711428e-48,"11","HOMER3"
"CAPN22",1.12456236865668e-52,0.449290741400827,0.729,0.41,6.62029866428187e-48,"11","CAPN2"
"CALML3",1.12815680273557e-52,0.33063945098453,0.23,0.041,6.64145909770432e-48,"11","CALML3"
"SSPN3",1.15337305414367e-52,0.297329574165588,0.416,0.157,6.78990716974381e-48,"11","SSPN"
"HNRNPA2B17",1.18877661851979e-52,0.461505632123399,0.991,0.819,6.99832795322602e-48,"11","HNRNPA2B1"
"BLVRA1",1.95942699106214e-52,0.288727824618019,0.416,0.158,1.15351466963828e-47,"11","BLVRA"
"APOL1",2.83412727222217e-52,0.310830873497566,0.314,0.082,1.66845072515719e-47,"11","APOL1"
"AC027290.25",4.40606668023779e-52,0.54065895116861,0.762,0.431,2.59385145465598e-47,"11","AC027290.2"
"SVIL2",6.94853650074057e-52,0.611439596327338,0.565,0.28,4.09060343798597e-47,"11","SVIL"
"ABL23",6.95190699861235e-52,0.513613329413581,0.507,0.238,4.09258765008309e-47,"11","ABL2"
"HSPD15",6.97239212322887e-52,0.471680517247668,0.863,0.61,4.10464724294484e-47,"11","HSPD1"
"C5orf381",6.9763831542513e-52,0.312590770791112,0.346,0.115,4.10699676290774e-47,"11","C5orf38"
"SIPA1L22",7.23385984439857e-52,0.353373737793915,0.351,0.1,4.25857329039744e-47,"11","SIPA1L2"
"AC105046.1",8.11336966360557e-52,0.265349077272318,0.206,0.027,4.7763407209646e-47,"11","AC105046.1"
"FTH15",8.60794312387941e-52,0.346608788484926,1,0.99,5.06749611702781e-47,"11","FTH1"
"ARHGEF5",9.28171973706691e-52,0.2956806663314,0.312,0.1,5.46414840921129e-47,"11","ARHGEF5"
"ERMP1",1.42588604816003e-51,0.299294797825169,0.301,0.074,8.39419116551811e-47,"11","ERMP1"
"ZNF2073",1.75900769299227e-51,0.499699755548691,0.762,0.472,1.03552782886455e-46,"11","ZNF207"
"ALDH7A11",2.25934381030713e-51,0.4126061923836,0.469,0.205,1.33007570112781e-46,"11","ALDH7A1"
"RBFOX23",2.79333011573138e-51,0.370016898185569,0.473,0.192,1.64443343913107e-46,"11","RBFOX2"
"RRM1",4.14815582894675e-51,0.321952860540563,0.377,0.125,2.44201933650095e-46,"11","RRM1"
"C6orf1321",4.75738545004889e-51,0.438876704533643,0.431,0.16,2.80067281444378e-46,"11","C6orf132"
"NDUFS41",7.01230913158409e-51,0.411258486386168,0.604,0.324,4.12814638576355e-46,"11","NDUFS4"
"DMD1",7.3028116370686e-51,0.618157817823739,0.436,0.181,4.29916521074229e-46,"11","DMD"
"RPL13A3",8.46740824557158e-51,0.373028530083825,0.995,0.996,4.98476323416799e-46,"11","RPL13A"
"CLMN1",9.35801210104318e-51,0.33586709890243,0.447,0.164,5.50906172388412e-46,"11","CLMN"
"MT-ND4L1",1.02280332530323e-50,0.568710786948435,0.94,0.789,6.02124317606012e-46,"11","MT-ND4L"
"SIX4",1.04370093624502e-50,0.333986023166096,0.298,0.081,6.14426741167446e-46,"11","SIX4"
"MECOM",1.25422703873365e-50,0.292529119704266,0.322,0.096,7.38363457702501e-46,"11","MECOM"
"RBMX4",1.47049999827538e-50,0.473472009700667,0.836,0.568,8.65683348984714e-46,"11","RBMX"
"HSPA94",1.72791389344066e-50,0.501284882534414,0.828,0.534,1.01722290906852e-45,"11","HSPA9"
"TNFAIP35",1.79480696842593e-50,0.430312278379282,0.734,0.393,1.05660286231235e-45,"11","TNFAIP3"
"AC092139.3",1.89365404747489e-50,0.287525540666387,0.251,0.049,1.11479413774847e-45,"11","AC092139.3"
"ANKRD116",2.21938149796068e-50,0.489273518806201,0.851,0.565,1.30654988784945e-45,"11","ANKRD11"
"SLK3",2.53340581219436e-50,0.416292041330161,0.653,0.351,1.49141600163882e-45,"11","SLK"
"TNFRSF10B1",3.39821490873556e-50,0.31372425597607,0.392,0.139,2.00052911677262e-45,"11","TNFRSF10B"
"TRIP103",4.47732748075409e-50,0.349776571985867,0.45,0.182,2.63580268791993e-45,"11","TRIP10"
"MXRA72",5.44046658186142e-50,0.379340188303761,0.496,0.209,3.20280267674182e-45,"11","MXRA7"
"SNHG73",6.4338415757918e-50,0.506994895352039,0.646,0.376,3.78760253566863e-45,"11","SNHG7"
"AKAP6",6.48926368254458e-50,0.298504095829359,0.279,0.067,3.82022952991399e-45,"11","AKAP6"
"STX32",9.56977575747147e-50,0.370408800293891,0.453,0.175,5.63372698842345e-45,"11","STX3"
"NFE2L12",1.40472125257219e-49,0.438143698216352,0.61,0.302,8.26959401389246e-45,"11","NFE2L1"
"ARID5B5",1.42672355309061e-49,0.356860444216603,0.808,0.454,8.39912155704442e-45,"11","ARID5B"
"UPP12",1.43581456130972e-49,0.26423259456585,0.381,0.129,8.45264032243031e-45,"11","UPP1"
"KLK111",1.88193405631063e-49,0.290019088619755,0.366,0.123,1.10789457895007e-44,"11","KLK11"
"PDP11",2.07885098943839e-49,0.399894031683472,0.482,0.202,1.22381957748238e-44,"11","PDP1"
"PSTPIP21",3.39544632087955e-49,0.250790606225224,0.276,0.065,1.99889924910179e-44,"11","PSTPIP2"
"UBB2",3.90684602751763e-49,0.523344903590367,0.944,0.836,2.29996025639963e-44,"11","UBB"
"ARHGEF122",4.05704744040516e-49,0.383720636985767,0.591,0.298,2.38838382816652e-44,"11","ARHGEF12"
"TNFRSF10D",5.13841256415041e-49,0.257402502127717,0.262,0.057,3.02498347651534e-44,"11","TNFRSF10D"
"PDE7A4",8.72868029480342e-49,0.356562144099242,0.569,0.274,5.13857408955077e-44,"11","PDE7A"
"FAM153C",9.75345605567017e-49,0.323086234166943,0.274,0.073,5.74185957997303e-44,"11","FAM153C"
"PKP3",1.22344927237738e-48,0.31501846670258,0.333,0.106,7.20244586648565e-44,"11","PKP3"
"NUCKS14",1.37649440798215e-48,0.509928768831509,0.888,0.684,8.10342257979091e-44,"11","NUCKS1"
"RERE2",1.43727321669251e-48,0.472701794205395,0.72,0.424,8.46122742666879e-44,"11","RERE"
"SSBP22",1.49252025712301e-48,0.339854233746953,0.462,0.208,8.78646675368316e-44,"11","SSBP2"
"MT-ATP82",1.78969371557661e-48,0.490509406600462,0.741,0.457,1.05359269035995e-43,"11","MT-ATP8"
"INPP1",1.80124223032575e-48,0.257294436747629,0.295,0.082,1.06039130099277e-43,"11","INPP1"
"HNRNPM2",2.20195375347159e-48,0.475997809127211,0.847,0.571,1.29629017466873e-43,"11","HNRNPM"
"AGL",2.84498304697074e-48,0.386689789782567,0.511,0.241,1.67484151975168e-43,"11","AGL"
